Open Time,Open Price,High Price,Low Price,Close Price,Volume,Close Time,Quote Asset Volume,Number of Trades,24h Price Change,24h Price Change Percent,24h High Price,24h Low Price,Weighted Average Price,Hourly_Return,Hourly_Range,Range_Percentage,Volatility_4h,TR,ATR_4h,BB_Upper_4h,BB_Lower_4h,BB_Width_4h,EMA_4h,Volatility_8h,ATR_8h,BB_Upper_8h,BB_Lower_8h,BB_Width_8h,EMA_8h,Volatility_24h,ATR_24h,BB_Upper_24h,BB_Lower_24h,BB_Width_24h,EMA_24h,RSI_6h,RSI_14h,RSI_24h,MACD,MACD_Signal,MACD_Diff,Stoch_K,Stoch_D,Volume_MA4,Volume_MA8,Volume_MA24,Volume_Ratio,VWAP,VWAP_Distance,Price_StdDev_4h,Volume_StdDev_4h
2024-11-18 06:00:00,90615.72,92079.3,90615.71,92061.84,2850.16791,2024-11-18 06:59:59,260381896.940116,322968.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0159589325073985,1463.5899999999965,1.615161254581431,0.0080311529189466,1463.5899999999965,617.432499999999,92245.26860395553,89648.44639604447,0.0282073680898736,91133.2694517044,0.0062391275284766,625.397500000001,91865.88900608146,89340.33099391854,0.0274332775899647,90754.40136920662,0.0051644134387811,609.3600000000006,91671.17973010804,89236.10276989196,0.0264504485269474,90504.03504977709,79.87324685955055,66.66618825298568,61.59381093848685,90.40470999720856,-118.3350489491438,208.7397589463524,99.4799392368866,87.57015877314569,1170.5858525,1033.06937625,994.3573479166666,2.866341678845684,90467.58489301705,1.7622390482383936,749.6380003875194,1126.1798554341667
2024-11-18 07:00:00,92061.84,92300.0,91415.79,91719.9,2381.3064,2024-11-18 07:59:59,218716632.60700592,329282.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0037142425135104,884.2100000000064,0.9604522351497716,0.0090269835193087,884.2100000000064,744.255000000001,92598.82726945264,89820.54773054735,0.0302909133013152,91367.92167102265,0.0067388260271724,667.5475000000006,92148.34552273135,89523.85197726864,0.0286142216188932,90968.95662049403,0.0052310296276587,633.757500000001,91820.90227765976,89183.80522234022,0.0287516346541977,90601.30424579492,69.93244720806177,62.10895243513458,58.46466402833317,173.28896186911152,-60.010246785492754,233.29920865460429,83.78703186137491,89.60734490321799,1594.6662125,1203.86217125,1065.56724375,2.234778155923395,90591.16045177254,1.245970956325655,802.0202198355022,1199.3751999476158
2024-11-18 08:00:00,91719.9,92141.13,91555.54,91810.61,1210.88132,2024-11-18 08:59:59,111220715.6635827,214675.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0009889893033028,585.5900000000111,0.6384546864966175,0.0084795374295775,585.5900000000111,825.3650000000052,92661.81017520124,90442.21982479875,0.0241757499531095,91544.9970026136,0.0067369571882977,677.8987500000021,92325.56520925587,89814.28479074412,0.0273528344764485,91155.9907048287,0.005153743325395,634.3645833333352,91943.96363818875,89129.53552847792,0.0306547152852032,90698.04870613132,71.07830374951256,62.83476208502361,59.040674448183786,243.48808841411665,0.6894202544291304,242.7986681596875,86.32224706539968,89.8630727212204,1787.1744950000002,1262.1467900000002,1069.328605,1.132375318810442,90639.10372493892,1.2924954317909334,640.7405431477794,997.2060419139696
2024-11-18 09:00:00,91810.6,92211.99,91640.0,91710.6,1098.76634,2024-11-18 09:59:59,100961674.9013399,239853.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0010893076519151,571.9900000000052,0.6230108505989561,0.008827539758483,571.9900000000052,876.3450000000048,92109.34189361002,91542.13310638996,0.0061847680335758,91611.23820156817,0.0063005351179058,619.265000000003,92483.3404919737,89897.26700802629,0.0281981961076189,91279.23721486676,0.0051208436832239,638.1479166666686,92007.61148737276,89100.50101262725,0.0316987401101455,90779.0528096408,67.66656473691465,61.43745366188053,58.11350030256988,287.73460535491176,58.098457274525664,229.6361480803861,83.52711011738418,84.5454630147196,1885.2804925,1263.3401875,1070.559623333333,1.026347637302854,90666.14330249012,1.1519809484178043,163.73907299411667,866.115501403152
2024-11-18 10:00:00,91710.59,92016.0,91680.0,91769.42,1099.18688,2024-11-18 10:59:59,100987794.13159,185757.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0006413653383576,336.0,0.3663699034102823,0.0021489800286781,336.0,594.4475000000057,91833.13938340094,91672.12561659908,0.0017545470680958,91674.5109209409,0.0060921869139809,605.9400000000023,92572.63081936346,90126.85918063656,0.0266512705291904,91388.16672267416,0.0050858509488828,633.4754166666686,92104.79553282438,89062.7686338423,0.0331485902273555,90858.28218486956,68.72602499479709,61.97306516881784,58.51333777809473,323.8138467717072,111.24153517396198,212.5723115977452,85.17104527669083,85.0068008198249,1447.535235,1309.06054375,1093.78462625,1.0049390470668085,90705.78847275914,1.172617034865735,46.48067080314603,624.7452767918064
2024-11-18 11:00:00,91769.43,91816.01,90051.1,90275.13,3079.76212,2024-11-18 11:59:59,279810918.1257601,453341.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0162830929954661,1764.909999999989,1.9232003511408853,0.0082817501147051,1764.909999999989,814.6225000000013,92682.40223453673,90100.47776546328,0.0286006175684645,91114.75855256454,0.0088165784659181,779.4387500000012,92653.77488145509,89947.35261854492,0.0299797105017757,91140.82522874656,0.0060627741509772,683.3466666666682,92092.03044342974,89041.44538990359,0.0337920870734404,90811.63001008,34.3818464199788,44.90815627412401,46.69680921187124,229.18825133734208,134.83087840663802,94.35737293070406,43.40776970374524,70.70197503260675,1622.1491649999998,1608.40768875,1172.21313875,2.6273055796696934,90704.5562203576,-0.4734340128563766,745.3373936234063,973.172800680362
2024-11-18 12:00:00,90275.13,90757.58,90100.5,90517.13,1724.96027,2024-11-18 12:59:59,156101659.2972819,263667.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0026806940073085,657.0800000000017,0.7278638092240928,0.0086519777285103,657.0800000000017,832.494999999999,92423.4390827963,89712.7009172037,0.0299472394406738,90875.70713153871,0.0088394307555247,828.9300000000021,92639.90644182834,89980.17855817165,0.0293836965849081,91002.22628902511,0.0060173278177794,687.4800000000014,92053.45507389298,89033.05825944035,0.0333682344375327,90788.0700092736,40.19035767312486,47.43269406712967,48.45585936405476,171.7444001982949,142.2135827649694,29.53081743332549,40.232717179234704,56.27051071989026,1750.6689024999998,1768.92169875,1203.5523408333331,1.433224141133444,90681.00025056404,-0.1807106782140067,782.5227048037374,933.9085414222462
2024-11-18 13:00:00,90517.14,90595.98,89376.9,89502.23,2600.74405,2024-11-18 13:59:59,233561387.77262527,383233.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0112122423678259,1219.0800000000015,1.3467946512671545,0.009171770965229,1219.0800000000015,994.267499999998,92145.9501810825,88886.00481891751,0.03642306300262,90326.31627892324,0.0096437393751407,935.3062500000016,92927.0159365242,89414.69906347578,0.0392427861635227,90668.89378035288,0.0063075853285282,704.8583333333348,92068.07131500766,88934.96035165899,0.0350059541907355,90685.20280853171,27.804125781279367,39.299297831214005,42.34111140934544,43.8206490187149,122.5349960157185,-78.7143469970036,4.287571413909942,29.309352765629963,2126.16333,2005.72191125,1265.0561341666669,2.0558329229502483,90609.1231964373,-1.2216134064531226,941.0651661947112,885.1030140221259
2024-11-18 14:00:00,89502.23,91053.58,89436.29,90308.01,3049.73206,2024-11-18 14:59:59,275325652.8228598,451637.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0090029041734491,1617.290000000008,1.8069829098113064,0.0117840166065255,1617.290000000008,1314.59,90921.99619747912,89379.25380252089,0.0170831180418903,90318.99376735394,0.0080214897044229,954.5187500000028,92644.9023461279,89258.35515387211,0.0374999647567894,90588.6973847189,0.006581609290126,737.243333333335,92068.00971738694,88934.78028261306,0.0346949227955956,90655.02738384916,44.19099804965786,47.060856791092704,47.798579650146415,7.374853661283851,99.50296754483158,-92.12811388354773,31.85351168280246,25.4579334253157,2613.799625,2030.66743,1336.2035504166668,2.2823858378830124,90587.99255702684,-0.3090724820406962,445.3513685096876,631.760498307985
2024-11-18 15:00:00,90308.0,92594.0,90242.61,92309.51,5498.53658,2024-11-18 15:59:59,503831120.2015771,561007.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0221630395797671,2351.3899999999994,2.6037449616866715,0.0138693203696512,2351.3899999999994,1461.2100000000028,92709.9810724802,88608.4589275198,0.0444322816247255,91115.20026041236,0.0117529947808822,1137.916250000002,92888.72699530191,89161.93300469809,0.0403728065570256,90971.1001881147,0.007980364475935,815.4891666666681,92307.33747180724,88866.24419485942,0.0372777764387203,90787.38599314124,66.71212496695185,60.55327959544662,58.08219834261426,138.40022933666478,107.28241990319822,31.11780943346656,91.15694258804498,42.432675228252464,3218.49324,2420.3212025,1535.0114224999998,3.582081865582991,90761.53113102062,1.705545124337714,1184.0074572400504,1616.5119612276346
2024-11-18 16:00:00,92309.51,92584.95,91121.23,91403.12,3213.18996,2024-11-18 16:59:59,295267528.4096658,465519.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0098190316469017,1463.7200000000012,1.585665442271334,0.0160073158867157,1463.7200000000012,1662.8700000000026,93012.0490200304,88749.38597996961,0.0466358592579857,91230.3681562474,0.0123426495558638,1247.6825000000008,92770.19459048702,89178.59290951298,0.0392940818756957,91067.10459075587,0.0082725262786345,857.8458333333347,92376.41426104192,88876.85073895806,0.0382871342037761,90836.64471368994,54.71373480423877,53.858840050668974,53.135751054931966,167.17361222380714,119.26065836732002,47.91295385648712,62.98281060582504,61.99775495889083,3590.5506625000003,2670.6097825,1638.3265254166663,1.961263466196281,90846.1745895403,0.6130642407080726,1230.5248268218822,1298.0772000833138
2024-11-18 17:00:00,91403.12,92149.85,90904.25,91564.69,2525.68968,2024-11-18 17:59:59,231110046.5970152,377081.0,-2121.05,,96900.0,93500.01,94683.86158014,0.0017676639484516,1245.6000000000058,1.362754356744065,0.0133942738852622,1245.6000000000058,1669.5000000000036,92826.97198235564,89965.69301764433,0.0312487156862686,91364.09689374844,0.0123641271765115,1331.8837500000009,92724.42959994204,89187.88040005797,0.0386235043211969,91177.67912614346,0.0082743814197069,889.3312500000017,92456.9234785682,88878.51068809848,0.0390807066618115,90894.88833659474,56.39144434482215,54.81774326876248,53.866545671595205,200.70052346332525,135.54863138652107,65.15189207680416,68.0050355910604,74.04826292831014,3571.78707,2848.9752,1713.08020875,1.4743557640204978,90895.70915173372,0.7359872699266107,825.980090251349,1317.5503462128145
2024-11-18 18:00:00,91564.69,91660.9,90100.0,90356.8,2030.63341,2024-11-18 18:59:59,184546593.95898232,356859.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0131916571770187,1560.8999999999942,1.7046964282847397,0.0159639860732817,1560.8999999999942,1655.4025,92802.2000351948,90014.8599648052,0.0308481494518352,90961.17813624907,0.0131807740740754,1484.99625,92468.0649398926,89091.0900601074,0.0373737768467365,90995.26154255602,0.0086041849532318,921.6879166666682,92453.5565112336,88916.94432209972,0.0391405205710459,90851.84126966716,42.32473720296581,46.96049806369474,48.024480226168805,128.3249636257533,134.10389783436753,-5.778934208614231,30.459109135557085,53.815651777480845,3317.0124075,2965.40601625,1762.1724520833332,1.1523465865098947,90902.06094326403,-0.5998334224835148,804.6357699812314,1533.0567939114171
2024-11-18 19:00:00,90356.8,90640.0,89667.66,90608.26,2185.28321,2024-11-18 19:59:59,196847303.1698354,383991.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0027829670816141,972.3399999999964,1.0761115931507057,0.0080851573831876,972.3399999999964,1310.6399999999994,92006.65308120436,89959.78191879565,0.0225903373755185,90820.01088174943,0.0118579552116985,1385.925000000001,92473.9422787984,89168.49522120159,0.0364806371692472,90909.2611997658,0.0086179970107222,942.382916666668,92457.23190884553,88960.29059115447,0.0385940676676835,90832.3547680938,45.70801544625362,48.61184523269343,49.22082905490869,90.2175596091256,125.32663018931916,-35.10907058019356,38.27546548133407,45.57987006931719,2488.699065,2853.5961525,1820.1116154166664,1.2006314291333924,90889.5389708882,-0.3094734268355266,590.8808083065709,525.4016520377363
2024-11-18 20:00:00,90608.26,91924.04,90412.0,91473.42,3550.12502,2024-11-18 20:59:59,324400234.1945336,457774.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0095483568495853,1512.0399999999936,1.6687661809199223,0.0095891373780271,1512.0399999999936,1322.7199999999975,92054.43629553769,89947.1487044623,0.0230371575816819,91081.37452904967,0.012277739006986,1492.795,92626.2186316753,89255.29136832467,0.0368514401598916,91034.62982204006,0.0087532786669514,975.7125000000008,92499.77430588308,89070.86652745026,0.0374852911198993,90883.6399866463,56.29334670945336,53.92679953275464,53.09673302139777,128.34882358917093,125.93106886928952,2.417754719881416,65.16800845481957,44.63419435723691,2572.93283,3081.74174625,1927.0324204166664,1.8422757097321616,90942.27967993336,0.5840411323929259,608.3215289836662,683.4952768033363
2024-11-18 21:00:00,91473.43,91980.0,91144.08,91276.33,1649.50066,2024-11-18 21:59:59,151195423.4593301,226527.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0021546149690259,835.9199999999983,0.913839133396439,0.0095795916903342,835.9199999999983,1220.2999999999956,91849.2012229079,90008.20377709207,0.0201694946084688,91159.3567174298,0.0113318101846108,1444.8999999999996,92453.13806026363,89871.89693973637,0.0282794139567976,91088.34097269784,0.0086716554735788,979.4616666666674,92454.13087374128,89294.70579292538,0.0346138487471605,90915.0551877146,53.44479843521132,52.59232070703158,52.15050140818481,141.03880165226292,128.9526154258842,12.086186226378716,59.04168350377682,54.161719146643485,2353.885575,2962.8363225,1945.3930775,0.8479009610334136,91003.43413007654,0.2998742547818563,531.4501854595937,828.6667279259
2024-11-18 22:00:00,91276.33,91461.01,91001.0,91148.02,848.76047,2024-11-18 22:59:59,77452500.8669037,103431.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0014057313654043,460.0099999999948,0.5039751269578814,0.0053635174602756,460.0099999999948,945.0774999999958,91768.25380741053,90484.76119258947,0.0140814097203761,91154.82203045789,0.0110747667822991,1300.239999999998,92388.50667836676,90146.53082163323,0.0245970878657979,91101.602978765,0.0086488662823281,960.052083333334,92424.21556055851,89457.28943944149,0.0325506370968565,90933.69237269743,51.41238783381818,51.6954294567916,51.52670716277761,139.13825681108574,130.98974370292453,8.148513108161211,55.053308880669135,59.75433361308851,2058.41734,2687.71487375,1917.15056,0.4427197778352891,91063.3528302367,0.0929761173203654,370.51240333491455,1136.041276518634
2024-11-18 23:00:00,91148.02,91220.0,90224.02,90464.08,1548.38508,2024-11-18 23:59:59,140260531.8037406,223315.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0075036188388952,995.979999999996,1.0927061279005248,0.0071535444220594,995.979999999996,950.9874999999956,91849.98279365584,90330.94220634416,0.0167916435707041,90878.52521827474,0.0074211878054712,1130.8137499999975,91944.39012131572,90129.28987868429,0.0200643199226855,90959.93120570612,0.0087907084889605,978.7591666666668,92394.32133834228,89537.8578283244,0.031575665280826,90896.12338288163,41.35336846694264,47.08595881746487,48.31243458179809,81.50428855305654,121.09265267295092,-39.58836411989439,33.7937894376925,49.29626060737949,1899.1928075,2193.94593625,1939.3764366666665,0.798393262249443,91079.3250332681,-0.6755046033151609,438.509245997182,1156.7767713396186
2024-11-19 00:00:00,90464.07,91228.58,90357.0,91042.94,1152.06439,2024-11-19 00:59:59,104509830.0274131,176262.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0063987828097074,871.5800000000017,0.9634543305425036,0.0057278902992349,871.5800000000017,790.8724999999977,91604.24797155226,90361.43702844772,0.0136508217232937,90944.29113096483,0.0073500482169306,1056.7962499999976,91856.9632718068,90126.67172819322,0.0190052248270274,90978.3776044381,0.0088777009260782,994.1258333333336,92374.7287561844,89649.36207714891,0.0299349590318096,90907.8687122511,51.07530494220825,51.06313871965818,51.01132321964693,81.59751241297636,113.19362462095602,-31.59611220797965,51.78701314848793,46.87803715561652,1299.67765,1936.30524,1956.3539375,0.5888834161942131,91093.15546830892,-0.0551254021784186,358.7686162766089,369.3902641785259
2024-11-19 01:00:00,91042.95,91241.46,90616.0,90714.26,692.68474,2024-11-19 01:59:59,62993597.9377318,136859.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,-0.0036101646102378,625.4600000000064,0.6869944350441263,0.0058563995264778,625.4600000000064,738.2574999999997,91383.77281419835,90300.87718580168,0.0119374355078979,90852.2786785789,0.0073621009590675,979.2787499999976,91645.58143757388,90125.44606242613,0.0167574025864042,90919.68480345183,0.008728410523503,976.8091666666672,92374.48287858588,89646.8321214141,0.0300685995473232,90892.38001527102,45.89177570319741,48.81935613010818,49.48053052984094,54.52117768883181,101.4591352345312,-46.937957545699376,41.57035839731429,42.383720327831576,1060.47367,1707.1796225,1939.83167,0.3570849732544062,91102.9192672239,-0.4266156017282903,312.60504127954704,377.0665635680648
2024-11-19 02:00:00,90714.27,91271.65,90702.73,91236.0,895.46765,2024-11-19 02:59:59,81576746.9797924,115961.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0057514661972659,568.9199999999983,0.6271560141530084,0.0069063450016003,568.9199999999983,765.4850000000006,91458.25702359776,90270.38297640224,0.0130197953351254,91005.76720714736,0.0058171249285865,855.2812499999982,91667.01038540991,90323.81711459009,0.0147221850017519,90989.97706935144,0.0087826872304748,982.0725000000002,92390.7081979566,89692.4493020434,0.0295744979603796,90919.86961404934,54.6574042797221,52.39528426832442,51.87277139744438,74.3064860651939,96.02860540066374,-21.72211933546984,57.78807000093259,50.381813848911605,1072.150465,1565.2839025,1946.5834875,0.4600201613494885,91110.46593628734,0.1377822651027264,342.9097004558448,368.9610175882183
2024-11-19 03:00:00,91236.0,91529.0,91163.9,91428.0,835.04934,2024-11-19 03:59:59,76287676.7764011,110512.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0021044324608707,365.1000000000058,0.4001709851374521,0.0045883647986515,365.1000000000058,607.765000000003,91632.57491045949,90578.02508954052,0.0115342107551184,91174.66032428842,0.0057960879482248,779.3762499999993,91751.84233847848,90443.92016152151,0.014305488219768,91087.31549838446,0.0087840970256335,981.5800000000004,92421.49576282878,89724.94673717122,0.0294936893036876,90960.5200449254,57.6846395085697,53.67791865980811,52.73226260593244,104.27723780092492,97.67833188071596,6.598905920208949,63.07450652529848,54.14431164118179,893.8165300000001,1396.50466875,1952.83617,0.4276084972350753,91123.36802507345,0.3343071942234737,304.42231149072137,192.00890861357627
2024-11-19 04:00:00,91428.0,91816.28,91248.01,91528.0,1005.5469,2024-11-19 04:59:59,92025639.0454761,141302.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0010937568359801,568.2700000000041,0.6215491971824868,0.0038561661100619,568.2700000000041,531.9375000000036,91854.24688654764,90598.88311345236,0.0137156255254709,91315.99619457306,0.004713929493594,661.4050000000007,91775.12549218468,90434.28200781532,0.0146495442309388,91185.24538763236,0.0087632935249617,994.3766666666676,92451.7520399856,89785.24879334772,0.0291331969084638,91005.91844133138,59.37961657378519,54.3675392940072,53.18662534766524,134.54745938531414,105.05215738163562,29.49530200367852,63.57224382675966,61.47827345099691,857.1871575,1078.43240375,1976.3652829166667,0.5087859560637702,91137.54994626917,0.4284184224406312,362.3923061637379,130.418732841199
2024-11-19 05:00:00,91528.0,91891.8,91238.09,91877.0,968.00577,2024-11-19 05:59:59,88637125.5043728,108267.0,-2121.05,-2.19,96900.0,93500.01,94683.86158014,0.0038130408181102,653.7100000000064,0.7142185997727541,0.0020430352752668,653.7100000000064,539.0000000000036,91982.65600554772,91051.84399445228,0.0101310666553703,91540.39771674384,0.0047807233280394,638.6287500000017,92022.64454504098,90336.930454959,0.0183475090619195,91338.96863482516,0.0087847446490028,1006.2783333333342,92520.2265822597,89821.88175107361,0.0293691003318141,91075.60496602488,65.21494320799644,56.78556615363835,54.76996347049373,184.57059641712112,120.95584518873274,63.61475122838839,75.73261485831033,67.45978840345616,926.017415,993.2455425,1987.267925416667,0.4871038059938697,91155.96889415414,0.7909861686436432,268.7022825854495,75.93075738400988
